item_id,item_type,topic,title,reason,recommended_action,status,source_path,added_at
8170ecf44374,paper_candidate,dtmb_uav_control,,unknown venue tier; missing practical validation; PDF requires user access,"Audit venue quality before synthesis.; Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
03af6d617add,paper_candidate,dtmb_uav_control,Augmented Cognition in Command and Control (C2),missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
358aae938132,paper_candidate,dtmb_uav_control,An event driven decision support algorithm for command and control of UAV fleets,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
f2cfd12697fd,paper_candidate,dtmb_uav_control,Civil UAV command and control link safety element analysis,unknown venue tier; missing practical validation; PDF requires user access,"Audit venue quality before synthesis.; Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
ce4b7a5963d6,paper_candidate,dtmb_uav_control,Using Command &amp;amp; Control for Coordinating UAV Fleets for Missions With Changing Contexts,unknown venue tier; missing practical validation; PDF requires user access,"Audit venue quality before synthesis.; Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
03da3d40199d,paper_candidate,dtmb_uav_control,"Networked UAV Command, Control and Communication",missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
6ed3cf7c780f,paper_candidate,dtmb_uav_control,VOICE CONTROL COMMAND RECOGNITION SYSTEM OF UAV BASED ON STEGANOGRAPHIC-CEPSTRAL ANALYSIS,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
a08ad624ef2e,paper_candidate,dtmb_uav_control,Autonomous Command and Control System for UAV Formation,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
10e694a23455,paper_candidate,dtmb_uav_control,Finite-Time Sliding Mode Control for Command Tracking of an UAV,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
cb79f7acb63d,paper_candidate,dtmb_uav_control,Completion time in broadcast channel and interference channel,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
bc21865cab24,paper_candidate,dtmb_uav_control,Channel Operations Gaining Control Over Images Through the Channels Palette,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
24579664cfd6,paper_candidate,dtmb_uav_control,Control and Improvement of the Broadcast Channel,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
7baa7030cfa3,paper_candidate,dtmb_uav_control,Reduction of Co-Channel Television Interference By Precise Frequency Control of Television Picture Carriers,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
4950710bab57,paper_candidate,dtmb_uav_control,STUDI ANALISIS PENGARUH INTERFERENSI CO-CHANNEL BCCH (BROADCAST CONTROL CHANNEL) TERHADAP KUALITAS SEL SISTEM JARINGAN DCS (DIGITAL CELLULAR SYSTEM) 1800,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
a2988341dc03,paper_candidate,dtmb_uav_control,Dynamic decentralized estimation and control in a multi-access broadcast channel,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
ec8209bb12e9,paper_candidate,dtmb_uav_control,Stability conditions for a two-priority packet broadcast channel,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
764ffdc2de4e,paper_candidate,formation_safety_boundary,Design and flight stability analysis of the UAV close cooperative formation control laws,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
278d88615070,paper_candidate,formation_safety_boundary,UAV Deck Recovery Stability Analysis,unknown venue tier; missing practical validation; PDF requires user access,"Audit venue quality before synthesis.; Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
ba8cc14f8000,paper_candidate,formation_safety_boundary,"Advanced UAV Aerodynamics, Flight Stability and Control",missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
b371e8f399c9,paper_candidate,formation_safety_boundary,Formation Control of UAV-fleet With Orientation Alignment: A Multi-Agent Actor-Critic Based Approach,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
1b9c869fcd95,paper_candidate,formation_safety_boundary,Novel Concepts in Multi‐rotor VTOL UAV Dynamics and Stability,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
310c58aecd0f,paper_candidate,formation_safety_boundary,Robust H∞ Team Formation Tracking Control of Stochastic Multi-Quadrotor UAV Networked Control System,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
c85a5922013b,paper_candidate,formation_safety_boundary,Control of UAV Fleet Formation for Capturing Climber's Movements,unknown venue tier; missing practical validation; PDF requires user access,"Audit venue quality before synthesis.; Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
f7db738deaf2,paper_candidate,formation_safety_boundary,Formation flight of UAV\'s with obstacle avoidance,unknown venue tier; missing practical validation; PDF requires user access,"Audit venue quality before synthesis.; Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
c623c2440948,paper_candidate,formation_safety_boundary,Aerodynamics of UAV Configurations,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
ebe9dedcef6f,paper_candidate,formation_safety_boundary,"UAV Formation Flight Utilizing a Low Cost, Open Source Configuration",unknown venue tier; missing practical validation; PDF requires user access,"Audit venue quality before synthesis.; Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
a9025696e663,paper_candidate,formation_safety_boundary,Research on Multi-UAV Cooperative Formation Control Method Considering Coupling and Communication Delay,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
ea491ae318d7,paper_candidate,formation_safety_boundary,Stochastic Robust H∞ Team Formation Tracking Design of Multi-Quadrotor UAV Networked Control System under Time-Varying Delay and Random Fluctuation in Smart City,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
5f273c71aa52,paper_candidate,formation_safety_boundary,Cooperative Multi-UAV Search Problem with Communication Delay,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
691ad7b2d714,paper_candidate,formation_safety_boundary,Adaptive Formation Control for Multi-UAV Swarms in Cluttered Environments with Communication Delays under Directed Switching Topologies,unknown venue tier; missing practical validation; PDF requires user access,"Audit venue quality before synthesis.; Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
d88bda6e97c3,paper_candidate,formation_safety_boundary,Implementation and Performance Evaluation of a Consensus Protocol for Multi-UAV Formation with Communication Delay,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
6b5849fb0df2,paper_candidate,formation_safety_boundary,Digraph-based anti-communication-destroying topology design for multi-UAV formation,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
32627db1866a,paper_candidate,formation_safety_boundary,MPC-Based Obstacle Aware Multi-UAV Formation Control Under Imperfect Communication,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
b185cc2ce304,paper_candidate,formation_safety_boundary,Multi-Spacecraft Formation Attitude Coordinated Control with Communication Delay,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
cc3fef918cc6,paper_candidate,formation_safety_boundary,Stochastic Decentralized H∞ Tracking Control of Large-Scale Team Formation UAV Networked Control System with Time-Varying Delay and Packet Dropout under Interconnected Coupling and Wiener Fluctuation,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
21155d5d3d88,paper_candidate,formation_safety_boundary,Distributed Model Predictive Control for Multiple Unmanned Ground Vehicles Formation with Packet Loss,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
57c9cc406401,paper_candidate,formation_safety_boundary,Packet loss models of the Transmission Control Protocol,unknown venue tier; missing practical validation; PDF requires user access,"Audit venue quality before synthesis.; Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
0e00eb85a475,paper_candidate,formation_safety_boundary,Control and estimation with limited data rate and packet loss,unknown venue tier; missing practical validation; PDF requires user access,"Audit venue quality before synthesis.; Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
0b8fb06b6c59,paper_candidate,formation_safety_boundary,LQG control with Markovian packet loss,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
aa586723b3d3,paper_candidate,formation_safety_boundary,Impact of Packet Loss to the Motion of Autonomous UAV Swarms,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
ca4f74472f56,paper_candidate,formation_safety_boundary,Congestion Control Based on Queuing Delay and Packet Loss Probability,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
2f31ee3ad8cb,paper_candidate,formation_safety_boundary,Formation Control of Automated Guided Vehicles in the Presence of Packet Loss,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
83741548ec82,paper_candidate,formation_safety_boundary,Consensus of second-order multi-agent systems under communication delay,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
aa38a351d777,paper_candidate,formation_safety_boundary,Consensus problem of general linear first-order multi-agent network under communication delay,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
b8d1bf0f2a21,paper_candidate,formation_safety_boundary,Delayed-Compensation Algorithm for Second-Order Leader-Following Consensus Seeking under Communication Delay,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
69d8dc245b01,paper_candidate,formation_safety_boundary,Limited Communication Consensus Control in Multi-UUVs Swarm System Under Switching Topologies and Time Delay,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
f86cb3bf3f54,paper_candidate,formation_safety_boundary,Consensus of double integrator multi-agents under communication delay,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
904ca29fa2b9,paper_candidate,formation_safety_boundary,PDE-Based Leader-Following Consensus of Multi-Agent Systems with Input Delay under Spatial Boundary Communication,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
ccd7b9a00400,paper_candidate,formation_safety_boundary,Weighted consensus of multi-agent systems with communication delay and self-delay,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
211749618d44,paper_candidate,formation_safety_boundary,Consensus Problem of Markov Jump Multi-Agent Systems with Time-Varying Delay under Sampled-Data,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
a7613bfecc01,paper_candidate,formation_safety_boundary,Consensus control of observer-based multi-agent system with Communication Delay,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
094ed5b843d2,paper_candidate,formation_safety_boundary,Edge Delay and Communication Phase in Consensus Network,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
33554c3501ab,paper_candidate,dynamic_directional_networking,Directional Antenna-Assisted UAV Path Planning Against Jamming Attacks,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
fd2294287050,paper_candidate,dynamic_directional_networking,Joint Optimization of UAV Deployment and Directional Antenna Orientation for Multi-UAV Cooperative Sensing,PDF requires user access,Download legally if institutional or personal access is available.,pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
8e5d21f1f242,paper_candidate,dynamic_directional_networking,Adaptive MAC protocol for UAV communication networks using directional antennas,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
7cd4333b76ba,paper_candidate,dynamic_directional_networking,Experiment of Multi-UAV Full-Duplex System Equipped with Directional Antennas,PDF requires user access,Download legally if institutional or personal access is available.,pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
cdbf0d5c6142,paper_candidate,dynamic_directional_networking,A Bi-directional Adaptive Framework for Agile UAV Landing_supp1-3671567.mp4,unknown venue tier; missing practical validation; PDF requires user access,"Audit venue quality before synthesis.; Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
104f7bf7380e,paper_candidate,dynamic_directional_networking,Adaptive UAV Swarm Clustering and Networking,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
99a3303d6cbb,paper_candidate,dynamic_directional_networking,Military Applications of Directional Mesh Networking,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
7b79a4ddce17,paper_candidate,dynamic_directional_networking,Mesh Networking for Inter-UAV Communications,unknown venue tier; missing practical validation; PDF requires user access,"Audit venue quality before synthesis.; Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
c09970cf8114,paper_candidate,dynamic_directional_networking,Introduction: Switched/Steered Directional Antennas for Networking,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
940ccbead2b3,paper_candidate,dynamic_directional_networking,The Evolution of Directional Networking Systems Architecture,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
1693a03d85b6,paper_candidate,dynamic_directional_networking,Descriptive Analysis of OLSR Applicability to FANET with a Directional Antenna Based Various Propagation Models,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
19c7f45c4963,paper_candidate,dynamic_directional_networking,directional antenna,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
fc0c78f8d18b,paper_candidate,dynamic_directional_networking,Super Directional Antenna—3D Phased Array Antenna Based on Directional Elements,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
eef5793e322f,paper_candidate,dynamic_directional_networking,"Fanet, Anne-Marie",missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
8623d7ba9b55,paper_candidate,dynamic_directional_networking,STUDY OF DIRECTIONAL PROPERTIES OF THE BEVERAGE ANTENNA,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
d1d4977a17a0,paper_candidate,dynamic_directional_networking,The Omnidirectional/Directional Switchable Antenna Based on the Curved Microstrip Antenna with Defected Ground Structure,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
72755ad45a91,paper_candidate,dynamic_directional_networking,The directional coupler antenna,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
91bebf6ade3e,paper_candidate,dynamic_directional_networking,The potentional accuracy with fluctuation of the beam patterns of antenna elements for directional finding of antenna system of mono impulse directional finder,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
8689b3cbc966,paper_candidate,dynamic_directional_networking,Directional antenna for multipath ad hoc routing,unknown venue tier; missing practical validation; PDF requires user access,"Audit venue quality before synthesis.; Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
a765f377dac7,paper_candidate,dynamic_directional_networking,Directional Interference Avoidance With Minimum Interaircraft Interactions for Flying Ad Hoc Networks (FANET) With Directional Antennas Through Distributed Multiagent Reinforcement Learning,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
184203579074,paper_candidate,dynamic_directional_networking,A Joint UAV Deployment and Beamforming Design for ISAC-Enabled Multi-UAV Network,PDF requires user access,Download legally if institutional or personal access is available.,pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
66d8e6b9df42,paper_candidate,dynamic_directional_networking,Deep-Learning-Based Multiple Beamforming for 5G UAV IoT Networks,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
83240bdcf196,paper_candidate,dynamic_directional_networking,A Learning-Based Approach to Joint UAV Trajectory and Beamforming Optimization for UAV-RIS Relaying Network,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
078ea382e356,paper_candidate,dynamic_directional_networking,Trajectory and Beamforming Vector Optimization for Multi-UAV Multicast Network,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
d6f02fe5b41c,paper_candidate,dynamic_directional_networking,RIS-mounted UAV for Cell-Free ISAC Network: Joint Beamforming and Localization Optimization,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
32b1c5d6eb7b,paper_candidate,dynamic_directional_networking,Array Beamforming Enabled UAV Communications,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
dad722262591,paper_candidate,dynamic_directional_networking,Array Beamforming Enabled UAV Networking,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
aae92175cc2e,paper_candidate,dynamic_directional_networking,A Dome packing method for UAV positioning using 3D Beamforming in WPCN for water distribution network,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
315f30d56cb2,paper_candidate,dynamic_directional_networking,Intelligent Joint Beamforming and Distributed Power Control for UAV-assisted Ultra-Dense Network: A Hierarchical Optimization Approach,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
bbac7c4b27a7,paper_candidate,dynamic_directional_networking,Joint optimization beamforming and horizontal trajectory for UAV covert communications in non-terrestrial network,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
2c04c79704d5,paper_candidate,dynamic_directional_networking,Study on Dynamic Network Topology Optimization of UAV,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
1b1ff7e4c70c,paper_candidate,dynamic_directional_networking,Dynamic Construction and Adaptation of 3D Virtual Network Topology for UAV-Assisted Data Collection,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
991fd8e07b57,paper_candidate,dynamic_directional_networking,Dynamic Topology Reconstruction Protocol for UAV Swarm Networking,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
7afef7ecb259,paper_candidate,dynamic_directional_networking,Analyzing Dynamic Meso-Scale Structures in Financial Network Topology,unknown venue tier; missing practical validation; PDF requires user access,"Audit venue quality before synthesis.; Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
97c0203eacbe,paper_candidate,dynamic_directional_networking,Network Topology Construction method for UAV Swarm Systems Based on Topology Duration Maximization,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
082698af981f,paper_candidate,dynamic_directional_networking,Research on UAV communication network topology based on small world network model,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
49359f3c973e,paper_candidate,dynamic_directional_networking,Optimal measurement policy for predicting UAV network topology,PDF requires user access,Download legally if institutional or personal access is available.,pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
e791c1383737,paper_candidate,dynamic_directional_networking,UAV-Assisted Dynamic Coverage in a Heterogeneous Cellular System,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
38b3072ea2d7,paper_candidate,dynamic_directional_networking,Network Topology Design for UAV Swarming with Wind Gusts,missing practical validation; PDF requires user access,"Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
c1f0c9aa6742,paper_candidate,dynamic_directional_networking,A probabilistic dynamic energy model for ad-hoc wireless sensors network with varying topology,unknown venue tier; missing practical validation; PDF requires user access,"Audit venue quality before synthesis.; Find standards, policy, white papers, or real-system evidence.; Download legally if institutional or personal access is available.",pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
db4e47858619,paper_candidate,remote_id_broadcast_capacity,Drone Remote Identification Based on Zadoff-Chu Sequences and Time-Frequency Images,PDF requires user access,Download legally if institutional or personal access is available.,pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
320f207d863f,paper_candidate,remote_id_broadcast_capacity,Privacy-Aware Design and Analysis of Drone Remote Identification Systems,PDF requires user access,Download legally if institutional or personal access is available.,pending,literature\database\paper_candidates.csv,2026-05-29T10:06:08+00:00
